X,Y
-90.959614483386289,88.572871715500028
-92.369236552815707,88.2458590150856
-91.468648561238439,88.092398309863668
-92.754947095304445,91.237538038835112
-91.588701129242409,89.856566156182907
-94.249202784651999,89.277954268027415
-96.126825765142286,92.939229422527006
-93.286312749020254,90.252983282852924
-91.101607982599504,88.234436285796278
-92.099661517134734,86.793268551410563
-92.825643286132134,88.433600273067526
-92.762605386711485,89.853596119403676
-94.227486706731526,90.940517037237171
-92.090705598056715,86.933181786678972
-92.505828150894629,88.885047843179848
-91.130827715001999,87.934605660867831
-93.309603798150604,89.058173720415098
-95.080662626497457,90.628627621851763
-92.505828150894629,88.885047843179848
-91.988223470189212,90.743731981957268
-96.344639401150062,90.813132958014819
-97.385160372655562,91.13694473080858
-92.223265862395792,88.391602508503738
-92.505828150894629,88.885047843179848
-90.087925985606262,87.689222105096107
-94.506665917949164,90.586339394429785
-93.145612402737797,88.745970571269297
-90.945284121599954,88.370191582153126
-90.867351429544513,85.631548206080964
-94.170437596227657,89.535878441997156
-91.216448172307494,88.380973510712295
-90.076268873456115,87.234684103926412
-93.186976458214517,90.753982970037029
-91.36435438778129,88.586853990899542
-91.399299247404869,88.008653177091517
-91.181529884583441,88.009985051818433
-95.870456370504755,92.605793962592031
-94.841396085265103,92.869040310270151
-91.193335326515125,86.923355005542433
-93.437176072708084,90.108961222244048
-92.291966905532405,89.253031357634455
-97.32810565216252,91.735300741098428
-90.401345640810888,87.591664319847325
-93.399759573534823,88.802774093949992
-95.068316822915264,90.192165055401716
-93.399759573534823,88.802774093949992
-94.591558237890752,91.574180104112997
-90.856714407991078,88.26396302458582
-96.235704400528448,92.211056952578232
-90.996658081202028,86.167187933487753
-94.80154960265746,91.443172016720041
-95.017077735978802,90.135092338515008
-95.352390593444738,92.036001970377058
-90.866135167239847,87.789985274380257
-92.087536690435854,88.234489547109774
-97.998923617277242,90.646950537487783
-91.147453294563633,86.948938953159228
-90.903057547423273,88.226654452911063
-90.347335557398324,86.7433274660048
-96.873274192305502,91.246036337309306
-93.282405278113714,89.100955019220876
-89.727394034114823,86.861014569502188
-97.343666514242571,91.202637846576692
-90.480022978824081,87.794140470367765
-93.108349165451202,89.174787830774406
-95.391440583531278,90.250994318570903
-92.465856619399787,87.978996266312024
-96.207597341983728,90.749378245070986
-94.306778293046222,91.580993952786002
-95.05299267500267,92.583080517010785
-96.738411639235025,92.311877800187801
-90.422778788767943,87.032691530130251
-90.545644724390144,88.038428295739536
-94.851256992522551,90.782427728100245
-89.993355592210179,87.079416300579894
-89.997533637619881,86.970589235817556
-90.749489571144693,86.915467480029392
-92.505828150894629,88.885047843179848
-95.470747269145747,91.561768938169308
-92.30625283432704,88.307115592748431
-91.399299247404869,88.008653177091517
-90.254168294919694,87.841702676357855
-91.313026244441588,88.897586783751294
-94.98615541878155,92.644125974807324
-94.600620811989344,90.59958293323659
-92.66875556506389,88.986648824451336
-91.401395018202948,88.821341354714434
-94.71040471827736,91.867316731977411
-93.997575867646134,90.197392786746462
-94.227486706731526,90.940517037237171
-90.793592291903124,88.426879781583622
-96.668594960344095,92.154417102126772
-94.446153607153477,89.746885074927164
-91.60774277369238,86.495959992566682
-96.191373164333669,93.146791361514317
-91.362623027916058,85.858153966412516
-90.583810919764375,88.596824401025955
-94.80154960265746,91.443172016720041
-95.141063433776267,90.3849879318891
-92.436263398527501,88.13160997226143
-96.418884901926262,92.2074151179079
-90.254168294919694,87.841702676357855
-94.725477593529078,90.222613099202178
-91.796025445101591,88.270038753204048
-90.927756580907797,86.458586179334532
-90.895171382342028,89.308827653250503
-90.636967677678868,86.4416329997497
-95.011847584135552,90.234956321379713
-96.505955400022174,92.23994471961575
-94.284118193261875,89.71053299404457
-95.080662626497457,90.628627621851763
-90.987687015123427,88.220767830419291
-92.070185309664694,88.956530289206171
-93.016316593805556,89.247520861179069
-94.166060281760394,93.945708728462762
-90.287877411213131,87.963450024504539
-98.362336133097017,91.607068958271071
-90.941680570050025,88.835191340776547
-92.454481953425741,90.051227679032252
-96.390742993632699,90.417917338306637
-94.557281823433399,90.547877925550509
-95.309684618888056,92.056244335211133
-91.044709658713842,85.534020397359399
-95.728429894574518,90.733437391974746
-95.60446235258982,91.854250320673515
-95.009736992086673,92.955905293319617
-91.363104718808387,88.354679675441091
-95.372130521599033,92.032941465643873
-91.181529884583441,88.009985051818433
-96.1893081894479,92.417511279514684
-91.516243500577175,88.560499754986822
-95.814135988820809,91.196204580094957
-95.009736992086673,92.955905293319617
-90.691323067946726,87.220275401334817
-93.376946206748372,92.691297173194187
-95.494486154481976,92.70953538216682
-92.545424277098377,89.315582200348118
-90.879728353609153,88.183478549274767
-94.364022183595509,90.533546616789693
-91.270614145996063,88.05125584164341
-95.194651332763925,90.910006311544294
-92.505828150894629,88.885047843179848
-92.833790264562907,90.972814415945706
-90.891507705491946,87.816680588858731
-95.032646781098833,93.999396123226589
-95.824494589124427,90.598121073687338
-93.8413232617619,90.085893056654626
-92.655751398628723,88.374913898810277
-95.775982655520181,90.956294933391348
-90.346871533702583,90.547146101438187
